order_id,week,center_id,meal_id,checkout_price,base_price,num_orders,category,cuisine,city_code,region_code,center_type,op_area,discount_percentage,revenue,demand_level,revenue_category,week_type,profit,meal_popularity,discount
1032338,75,97,2826,194.0,328.86,2850,Sandwich,Italian,628,77,TYPE_A,4.6,41%,552900.0,Low,High,End,-384351.00000000006,Low Popularity,134.86
1464088,5,108,1727,240.56,446.23,2849,Rice Bowl,Indian,579,56,TYPE_B,4.4,46%,685355.4400000001,Low,High,Start,-585953.8300000001,Low Popularity,205.67000000000002
1326419,121,30,1971,194.06,324.04,2849,Sandwich,Italian,604,56,TYPE_A,3.5,40%,552876.9400000001,Low,High,End,-370313.0200000001,Low Popularity,129.98000000000002
1047058,100,83,2290,220.25,261.9,2849,Rice Bowl,Indian,659,77,TYPE_A,5.3,16%,627492.25,Low,High,End,-118660.84999999993,Low Popularity,41.64999999999998
1076221,45,27,2290,238.68,272.57,2849,Rice Bowl,Indian,713,85,TYPE_A,4.5,12%,679999.3200000001,Low,High,End,-96552.60999999996,Low Popularity,33.889999999999986
1221081,6,51,1727,244.44,445.23,2849,Rice Bowl,Indian,638,56,TYPE_A,7.0,45%,696409.5599999999,Low,High,Start,-572050.7100000001,Low Popularity,200.79000000000002
1064308,38,102,2290,173.69,309.43,2849,Rice Bowl,Indian,593,77,TYPE_A,2.8,44%,494842.81,Low,High,End,-386723.26,Low Popularity,135.74
1296689,142,13,1885,151.38,150.38,2848,Beverages,Thai,590,56,TYPE_B,6.7,-1%,431130.24,Low,High,End,2848.0,Low Popularity,-1.0
1469709,71,97,1754,191.12,302.7,2848,Sandwich,Italian,628,77,TYPE_A,4.6,37%,544309.76,Low,High,End,-317779.83999999997,Low Popularity,111.57999999999998
1029887,60,145,1971,241.53,310.43,2848,Sandwich,Italian,620,77,TYPE_A,3.9,22%,687877.4400000001,Low,High,End,-196227.2,Low Popularity,68.9
1201952,120,137,2290,269.69,297.79,2848,Rice Bowl,Indian,590,56,TYPE_A,4.4,9%,768077.12,Low,High,End,-80028.80000000006,Low Popularity,28.100000000000023
1347897,77,51,1727,246.41,446.23,2848,Rice Bowl,Indian,638,56,TYPE_A,7.0,45%,701775.6799999999,Low,High,End,-569087.3600000001,Low Popularity,199.82000000000002
1171257,69,97,1754,192.06,301.7,2848,Sandwich,Italian,628,77,TYPE_A,4.6,36%,546986.88,Low,High,End,-312254.72,Low Popularity,109.63999999999999
1317896,56,137,1993,122.28,139.68,2848,Beverages,Thai,590,56,TYPE_A,4.4,12%,348253.44,Low,Low,End,-49555.20000000002,Low Popularity,17.400000000000006
1246726,130,97,1109,214.4,291.06,2848,Rice Bowl,Indian,628,77,TYPE_A,4.6,26%,610611.2000000001,Low,High,End,-218327.68,Low Popularity,76.66
1156921,73,174,1885,145.5,145.56,2848,Beverages,Thai,700,56,TYPE_A,7.0,0%,414384.0,Low,Low,End,-170.88000000000648,Low Popularity,0.060000000000002274
1153409,71,132,1971,193.09,290.03,2848,Sandwich,Italian,522,56,TYPE_A,3.9,33%,549920.3200000001,Low,High,End,-276085.11999999994,Low Popularity,96.93999999999997
1061293,132,27,1971,174.63,328.86,2836,Sandwich,Italian,713,85,TYPE_A,4.5,47%,495250.68,Low,High,End,-437396.28,Low Popularity,154.23000000000002
1186672,69,72,1754,192.12,274.54,2836,Sandwich,Italian,638,56,TYPE_C,3.9,30%,544852.3200000001,Low,High,End,-233743.12000000005,Low Popularity,82.42000000000002
1371270,12,174,1993,145.56,143.62,2836,Beverages,Thai,700,56,TYPE_A,7.0,-1%,412808.16000000003,Low,Low,Start,5501.839999999994,Low Popularity,-1.9399999999999977
1293697,77,174,1727,244.47,445.23,2836,Rice Bowl,Indian,700,56,TYPE_A,7.0,45%,693316.92,Low,High,End,-569355.3600000001,Low Popularity,200.76000000000002
1487130,128,52,2826,235.74,347.29,2836,Sandwich,Italian,685,56,TYPE_B,5.6,32%,668558.64,Low,High,End,-316355.80000000005,Low Popularity,111.55000000000001
1399456,53,89,1885,121.28,145.56,2836,Beverages,Thai,703,56,TYPE_A,4.8,17%,343950.08,Low,Low,End,-68858.08,Low Popularity,24.28
1026403,68,36,1754,191.09,273.57,2836,Sandwich,Italian,517,56,TYPE_B,4.4,30%,541931.24,Low,High,End,-233913.27999999997,Low Popularity,82.47999999999999
1334181,60,152,1971,243.5,289.06,2835,Sandwich,Italian,576,34,TYPE_B,4.0,16%,690322.5,Low,High,End,-129162.6,Low Popularity,45.56
1459693,32,88,1754,238.62,281.33,2835,Sandwich,Italian,526,34,TYPE_A,4.1,15%,676487.7000000001,Low,High,Mid,-121082.84999999995,Low Popularity,42.70999999999998
1330269,130,13,1885,150.38,150.38,2835,Beverages,Thai,590,56,TYPE_B,6.7,0%,426327.3,Low,High,End,0.0,Low Popularity,0.0
1132501,55,137,2539,123.25,144.59,2835,Beverages,Thai,590,56,TYPE_A,4.4,15%,349413.75,Low,Low,End,-60498.90000000001,Low Popularity,21.340000000000003
1216900,32,137,1971,243.53,293.94,2835,Sandwich,Italian,590,56,TYPE_A,4.4,17%,690407.55,Low,High,Mid,-142912.34999999998,Low Popularity,50.41
1021919,109,80,1971,241.53,323.04,2835,Sandwich,Italian,604,56,TYPE_C,5.1,25%,684737.55,Low,High,End,-231080.85000000006,Low Popularity,81.51000000000002
1323078,63,13,2826,270.69,319.13,2835,Sandwich,Italian,590,56,TYPE_B,6.7,15%,767406.15,Low,High,End,-137327.4,Low Popularity,48.44
1088711,49,174,1885,123.25,143.62,2835,Beverages,Thai,700,56,TYPE_A,7.0,14%,349413.75,Low,Low,End,-57748.95000000001,Low Popularity,20.370000000000005
1083020,78,104,1727,251.29,435.53,2835,Rice Bowl,Indian,647,56,TYPE_A,4.5,42%,712407.15,Low,High,End,-522320.39999999997,Low Popularity,184.23999999999998
1171159,48,186,1754,174.6,262.9,2835,Sandwich,Italian,649,34,TYPE_A,3.4,34%,494991.0,Low,High,End,-250330.49999999994,Low Popularity,88.29999999999998
1487006,132,10,1971,201.82,322.04,2834,Sandwich,Italian,590,56,TYPE_B,6.3,37%,571957.88,Low,High,End,-340703.4800000001,Low Popularity,120.22000000000003
1352853,128,30,1754,225.04,320.16,2834,Sandwich,Italian,604,56,TYPE_A,3.5,30%,637763.36,Low,High,End,-269570.0800000001,Low Popularity,95.12000000000003
1172148,60,99,1971,243.5,291.03,2834,Sandwich,Italian,596,71,TYPE_A,4.5,16%,690079.0,Low,High,End,-134700.01999999993,Low Popularity,47.52999999999997
1483728,75,29,1754,248.38,291.03,2834,Sandwich,Italian,526,34,TYPE_C,4.0,15%,703908.92,Low,High,End,-120870.09999999993,Low Popularity,42.64999999999998
1049288,38,17,2290,172.69,321.13,2834,Rice Bowl,Indian,517,56,TYPE_A,3.2,46%,489403.46,Low,High,End,-420678.96,Low Popularity,148.44
1114212,128,23,1754,235.71,319.16,2823,Sandwich,Italian,698,23,TYPE_A,3.4,26%,665409.3300000001,Low,High,End,-235579.35000000003,Low Popularity,83.45000000000002
1285977,54,52,1885,120.28,142.59,2823,Beverages,Thai,685,56,TYPE_B,5.6,16%,339550.44,Low,Low,End,-62981.130000000005,Low Popularity,22.310000000000002
1411124,46,104,1109,226.07,313.31,2823,Rice Bowl,Indian,647,56,TYPE_A,4.5,28%,638195.61,Low,High,End,-246278.52000000002,Low Popularity,87.24000000000001
1437025,70,11,1885,142.62,144.59,2823,Beverages,Thai,679,56,TYPE_A,3.7,1%,402616.26,Low,Low,End,-5561.309999999997,Low Popularity,1.9699999999999989
1326610,5,41,2290,169.78,311.43,2823,Rice Bowl,Indian,590,56,TYPE_C,1.9,45%,479288.94,Low,High,Start,-399877.95,Low Popularity,141.65
1042524,18,129,1754,194.97,265.81,2823,Sandwich,Italian,593,77,TYPE_A,3.9,27%,550400.3099999999,Low,High,Mid,-199981.32,Low Popularity,70.84
1448001,90,99,2290,190.15,281.33,2822,Rice Bowl,Indian,596,71,TYPE_A,4.5,32%,536603.3,Low,High,End,-257309.95999999993,Low Popularity,91.17999999999998
1045211,25,67,1727,243.53,429.74,2822,Rice Bowl,Indian,638,56,TYPE_B,7.0,43%,687241.66,Low,High,Mid,-525484.62,Low Popularity,186.21
1303191,71,126,1971,191.09,292.03,2822,Sandwich,Italian,577,56,TYPE_A,2.7,35%,539255.98,Low,High,End,-284852.67999999993,Low Popularity,100.93999999999997
1226879,54,13,1885,121.28,141.65,2822,Beverages,Thai,590,56,TYPE_B,6.7,14%,342252.16,Low,Low,End,-57484.140000000014,Low Popularity,20.370000000000005
1137775,145,13,1885,159.14,151.38,2822,Beverages,Thai,590,56,TYPE_B,6.7,-5%,449093.07999999996,Low,High,End,21898.719999999976,Low Popularity,-7.759999999999991
1239325,49,13,1993,121.28,145.56,2822,Beverages,Thai,590,56,TYPE_B,6.7,17%,342252.16,Low,Low,End,-68518.16,Low Popularity,24.28
1023811,100,13,2707,191.15,190.15,2822,Beverages,Italian,590,56,TYPE_B,6.7,-1%,539425.3,Low,High,End,2822.0,Low Popularity,-1.0
1477976,111,174,1727,243.53,440.38,2822,Rice Bowl,Indian,700,56,TYPE_A,7.0,45%,687241.66,Low,High,End,-555510.7,Low Popularity,196.85
1361369,60,132,1754,242.53,296.85,2821,Sandwich,Italian,522,56,TYPE_A,3.9,18%,684177.13,Low,High,End,-153236.72000000006,Low Popularity,54.32000000000002
1194871,11,27,1885,145.53,135.83,2821,Beverages,Thai,713,85,TYPE_A,4.5,-7%,410540.13,Low,Low,Start,27363.699999999968,Low Popularity,-9.699999999999989
1359528,10,88,1971,241.53,279.39,2821,Sandwich,Italian,526,34,TYPE_A,4.1,14%,681356.13,Low,High,Start,-106803.05999999995,Low Popularity,37.859999999999985
1135988,22,43,1993,146.53,144.59,2809,Beverages,Thai,590,56,TYPE_A,5.1,-1%,411602.77,Low,Low,Mid,5449.459999999994,Low Popularity,-1.9399999999999977
1159362,11,13,2826,241.53,298.79,2809,Sandwich,Italian,590,56,TYPE_B,6.7,19%,678457.77,Low,High,Start,-160843.34000000005,Low Popularity,57.26000000000002
1028433,134,73,2290,259.99,259.96,2809,Rice Bowl,Indian,576,34,TYPE_A,4.0,0%,730311.91,Low,High,End,84.27000000008303,Low Popularity,-0.03000000000002956
1165249,121,27,1971,195.03,324.04,2809,Sandwich,Italian,713,85,TYPE_A,4.5,40%,547839.27,Low,High,End,-362389.09,Low Popularity,129.01000000000002
1395474,47,137,1109,222.19,315.31,2809,Rice Bowl,Indian,590,56,TYPE_A,4.4,30%,624131.71,Low,High,End,-261574.08000000002,Low Popularity,93.12
1482846,132,113,1971,195.0,322.07,2809,Sandwich,Italian,680,77,TYPE_C,4.0,39%,547755.0,Low,High,End,-356939.63,Low Popularity,127.07
1476792,51,13,1885,122.28,141.65,2808,Beverages,Thai,590,56,TYPE_B,6.7,14%,343362.24,Low,Low,End,-54390.960000000014,Low Popularity,19.370000000000005
1071902,93,157,1885,112.58,111.58,2808,Beverages,Thai,609,93,TYPE_A,4.1,-1%,316124.64,Low,Low,End,2808.0,Low Popularity,-1.0
1118397,122,153,1971,194.06,324.04,2808,Sandwich,Italian,590,56,TYPE_A,3.9,40%,544920.48,Low,High,End,-364983.84,Low Popularity,129.98000000000002
1393850,68,10,1754,193.09,276.51,2808,Sandwich,Italian,590,56,TYPE_B,6.3,30%,542196.72,Low,High,End,-234243.35999999996,Low Popularity,83.41999999999999
1298766,45,109,2290,241.56,270.63,2808,Rice Bowl,Indian,599,56,TYPE_A,3.6,11%,678300.48,Low,High,End,-81628.55999999998,Low Popularity,29.069999999999993
1253556,86,13,2707,189.18,227.98,2807,Beverages,Italian,590,56,TYPE_B,6.7,17%,531028.26,Low,High,End,-108911.59999999995,Low Popularity,38.79999999999998
1389154,110,157,1885,90.27,111.55,2807,Beverages,Thai,609,93,TYPE_A,4.1,19%,253387.88999999998,Low,Low,End,-59732.96000000001,Low Popularity,21.28
1485167,70,101,1754,192.06,280.36,2807,Sandwich,Italian,699,85,TYPE_C,2.8,31%,539112.42,Low,High,End,-247858.10000000003,Low Popularity,88.30000000000001
1398506,7,13,1993,146.53,120.28,2807,Beverages,Thai,590,56,TYPE_B,6.7,-22%,411309.71,Low,Low,Start,73683.75,Low Popularity,-26.25
1323814,101,67,1885,147.44,149.44,2807,Beverages,Thai,638,56,TYPE_B,7.0,1%,413864.08,Low,Low,End,-5614.0,Low Popularity,2.0
1444496,134,129,2290,270.69,299.79,2796,Rice Bowl,Indian,593,77,TYPE_A,3.9,10%,756849.24,Low,High,End,-81363.60000000006,Low Popularity,29.100000000000023
1331033,68,97,1754,193.06,301.7,2796,Sandwich,Italian,628,77,TYPE_A,4.6,36%,539795.76,Low,High,End,-303757.43999999994,Low Popularity,108.63999999999999
1361182,5,174,1993,144.56,154.26,2796,Beverages,Thai,700,56,TYPE_A,7.0,6%,404189.76,Low,Low,Start,-27121.199999999968,Low Popularity,9.699999999999989
1193197,66,174,1885,144.56,143.56,2796,Beverages,Thai,700,56,TYPE_A,7.0,-1%,404189.76,Low,Low,End,2796.0,Low Popularity,-1.0
1320158,95,42,1109,272.63,320.13,2795,Rice Bowl,Indian,561,77,TYPE_B,3.9,15%,762000.85,Low,High,End,-132762.5,Low Popularity,47.5
1489439,134,132,2290,288.09,297.79,2795,Rice Bowl,Indian,522,56,TYPE_A,3.9,3%,805211.5499999999,Low,High,End,-27111.500000000127,Low Popularity,9.700000000000045
1352568,48,13,1971,179.48,311.4,2795,Sandwich,Italian,590,56,TYPE_B,6.7,42%,501646.6,Low,High,End,-368716.39999999997,Low Popularity,131.92
1007203,123,51,1971,194.06,320.16,2795,Sandwich,Italian,638,56,TYPE_A,7.0,39%,542397.7,Low,High,End,-352449.50000000006,Low Popularity,126.10000000000002
1485855,131,89,1109,219.25,257.05,2795,Rice Bowl,Indian,703,56,TYPE_A,4.8,15%,612803.75,Low,High,End,-105651.00000000003,Low Popularity,37.80000000000001
1466485,54,27,1885,121.25,142.59,2794,Beverages,Thai,713,85,TYPE_A,4.5,15%,338772.5,Low,Low,End,-59623.96000000001,Low Popularity,21.340000000000003
1144017,55,36,1885,121.28,142.62,2794,Beverages,Thai,517,56,TYPE_B,4.4,15%,338856.32,Low,Low,End,-59623.96000000001,Low Popularity,21.340000000000003
1472204,105,86,1754,324.04,323.04,2794,Sandwich,Italian,699,85,TYPE_C,4.0,0%,905367.76,Low,High,End,2794.0,Low Popularity,-1.0
1288820,1,174,1993,136.83,154.26,2794,Beverages,Thai,700,56,TYPE_A,7.0,11%,382303.02,Low,Low,Start,-48699.41999999994,Low Popularity,17.42999999999998
1035482,70,10,1754,187.24,274.51,2794,Sandwich,Italian,590,56,TYPE_B,6.3,32%,523148.56,Low,High,End,-243832.37999999995,Low Popularity,87.26999999999998
1431738,101,110,2290,223.13,260.99,2794,Rice Bowl,Indian,485,77,TYPE_A,3.8,15%,623425.22,Low,High,End,-105780.84000000004,Low Popularity,37.860000000000014
1053813,101,59,2290,222.16,297.85,2782,Rice Bowl,Indian,456,56,TYPE_A,4.2,25%,618049.12,Low,High,End,-210569.58000000007,Low Popularity,75.69000000000003
1442549,60,157,1754,242.53,251.26,2782,Sandwich,Italian,609,93,TYPE_A,4.1,3%,674718.46,Low,High,End,-24286.85999999997,Low Popularity,8.72999999999999
1488416,69,126,1971,193.09,292.03,2782,Sandwich,Italian,577,56,TYPE_A,2.7,34%,537176.38,Low,High,End,-275251.0799999999,Low Popularity,98.93999999999997
1379661,70,145,1971,193.06,302.7,2782,Sandwich,Italian,620,77,TYPE_A,3.9,36%,537092.92,Low,High,End,-305018.48,Low Popularity,109.63999999999999
1328574,14,137,2760,139.71,241.53,2782,Other Snacks,Thai,590,56,TYPE_A,4.4,42%,388673.22000000003,Low,Low,Start,-283263.24,Low Popularity,101.82
1236786,102,124,2290,183.33,284.27,2782,Rice Bowl,Indian,590,56,TYPE_C,4.0,36%,510024.06000000006,Low,High,End,-280815.0799999999,Low Popularity,100.93999999999997
1181808,32,92,1754,241.53,253.17,2781,Sandwich,Italian,526,34,TYPE_C,2.9,5%,671694.93,Low,High,Mid,-32370.839999999964,Low Popularity,11.639999999999986
1432659,14,52,2760,150.35,242.53,2781,Other Snacks,Thai,685,56,TYPE_B,5.6,38%,418123.35,Low,Low,Start,-256352.58000000002,Low Popularity,92.18
1091138,39,13,1885,142.59,164.96,2781,Beverages,Thai,590,56,TYPE_B,6.7,14%,396542.79000000004,Low,Low,End,-62210.970000000016,Low Popularity,22.370000000000005
1446193,76,30,2490,147.47,254.2,2781,Salad,Italian,604,56,TYPE_A,3.5,42%,410114.07,Low,Low,End,-296816.12999999995,Low Popularity,106.72999999999999
1421294,38,39,2290,173.69,301.67,2781,Rice Bowl,Indian,526,34,TYPE_C,3.8,42%,483031.89,Low,High,End,-355912.38000000006,Low Popularity,127.98000000000002
1062797,78,52,1727,248.35,447.23,2781,Rice Bowl,Indian,685,56,TYPE_B,5.6,44%,690661.35,Low,High,End,-553085.28,Low Popularity,198.88000000000002
1028929,76,101,2490,148.41,252.2,2780,Salad,Italian,699,85,TYPE_C,2.8,41%,412579.8,Low,Low,End,-288536.19999999995,Low Popularity,103.78999999999999
1033895,69,39,1754,191.09,278.42,2780,Sandwich,Italian,526,34,TYPE_C,3.8,31%,531230.2,Low,High,End,-242777.40000000002,Low Popularity,87.33000000000001
1481444,13,43,1993,143.59,145.5,2780,Beverages,Thai,590,56,TYPE_A,5.1,1%,399180.2,Low,Low,Start,-5309.79999999999,Low Popularity,1.9099999999999966
1022678,108,13,1885,148.47,147.47,2780,Beverages,Thai,590,56,TYPE_B,6.7,-1%,412746.6,Low,Low,End,2780.0,Low Popularity,-1.0
1016389,85,13,2290,203.76,281.33,2780,Rice Bowl,Indian,590,56,TYPE_B,6.7,28%,566452.7999999999,Low,High,End,-215644.59999999998,Low Popularity,77.57
1397567,48,153,1971,169.75,322.04,2780,Sandwich,Italian,590,56,TYPE_A,3.9,47%,471905.0,Low,High,End,-423366.20000000007,Low Popularity,152.29000000000002
1195642,122,126,1971,192.09,323.04,2769,Sandwich,Italian,577,56,TYPE_A,2.7,41%,531897.21,Low,High,End,-362600.55000000005,Low Popularity,130.95000000000002
1324224,100,157,2290,223.13,246.44,2769,Rice Bowl,Indian,609,93,TYPE_A,4.1,9%,617846.97,Low,High,End,-64545.39000000001,Low Popularity,23.310000000000002
1022890,79,89,1754,192.06,366.69,2769,Sandwich,Italian,703,56,TYPE_A,4.8,48%,531814.14,Low,High,End,-483550.47,Low Popularity,174.63
1029690,129,43,1754,251.26,315.31,2768,Sandwich,Italian,590,56,TYPE_A,5.1,20%,695487.6799999999,Low,High,End,-177290.40000000002,Low Popularity,64.05000000000001
1294946,46,11,1109,231.89,320.13,2768,Rice Bowl,Indian,679,56,TYPE_A,3.7,28%,641871.52,Low,High,End,-244248.32000000004,Low Popularity,88.24000000000001
1086895,99,89,1109,232.8,346.32,2768,Rice Bowl,Indian,703,56,TYPE_A,4.8,33%,644390.4,Low,High,End,-314223.3599999999,Low Popularity,113.51999999999998
1235692,105,13,2290,298.82,298.82,2768,Rice Bowl,Indian,590,56,TYPE_B,6.7,0%,827133.76,Low,High,End,0.0,Low Popularity,0.0
1378566,68,108,1754,193.09,280.36,2768,Sandwich,Italian,579,56,TYPE_B,4.4,31%,534473.12,Low,High,End,-241563.36000000002,Low Popularity,87.27000000000001
1044818,13,13,1993,145.53,121.28,2768,Beverages,Thai,590,56,TYPE_B,6.7,-20%,402827.04,Low,Low,Start,67124.0,Low Popularity,-24.25
1054377,30,10,1109,243.5,304.61,2767,Rice Bowl,Indian,590,56,TYPE_B,6.3,20%,673764.5,Low,High,Mid,-169091.37000000002,Low Popularity,61.110000000000014
1068198,52,86,2490,194.97,252.2,2767,Salad,Italian,699,85,TYPE_C,4.0,23%,539481.99,Low,High,End,-158355.40999999997,Low Popularity,57.22999999999999
1140969,12,43,1993,145.53,146.5,2767,Beverages,Thai,590,56,TYPE_A,5.1,1%,402681.51,Low,Low,Start,-2683.989999999997,Low Popularity,0.9699999999999989
1485233,5,67,1727,241.56,447.23,2767,Rice Bowl,Indian,638,56,TYPE_B,7.0,46%,668396.52,Low,High,Start,-569088.89,Low Popularity,205.67000000000002
1298087,77,13,1727,242.53,446.23,2755,Rice Bowl,Indian,590,56,TYPE_B,6.7,46%,668170.15,Low,High,End,-561193.5,Low Popularity,203.70000000000002
1128620,32,26,1971,242.53,290.03,2755,Sandwich,Italian,515,77,TYPE_C,3.0,16%,668170.15,Low,High,Mid,-130862.49999999993,Low Popularity,47.49999999999997
1213308,54,132,1885,121.28,143.56,2755,Beverages,Thai,522,56,TYPE_A,3.9,16%,334126.4,Low,Low,End,-61381.4,Low Popularity,22.28
1008243,110,137,1754,243.53,324.04,2755,Sandwich,Italian,590,56,TYPE_A,4.4,25%,670925.15,Low,High,End,-221805.05000000005,Low Popularity,80.51000000000002
1470722,75,13,2707,191.15,190.15,2755,Beverages,Italian,590,56,TYPE_B,6.7,-1%,526618.25,Low,High,End,2755.0,Low Popularity,-1.0
1393158,32,66,1754,238.65,263.84,2754,Sandwich,Italian,648,34,TYPE_A,4.1,10%,657242.1,Low,High,Mid,-69373.25999999992,Low Popularity,25.18999999999997
1217801,18,43,2826,199.85,320.13,2754,Sandwich,Italian,590,56,TYPE_A,5.1,38%,550386.9,Low,High,Mid,-331251.12,Low Popularity,120.28
1234913,107,52,1109,242.53,290.09,2754,Rice Bowl,Indian,685,56,TYPE_B,5.6,16%,667927.62,Low,High,End,-130980.23999999993,Low Popularity,47.559999999999974
1354707,122,174,1971,194.06,322.04,2754,Sandwich,Italian,700,56,TYPE_A,7.0,40%,534441.24,Low,High,End,-352456.92000000004,Low Popularity,127.98000000000002
1423825,55,36,1993,120.28,143.59,2754,Beverages,Thai,517,56,TYPE_B,4.4,16%,331251.12,Low,Low,End,-64195.740000000005,Low Popularity,23.310000000000002
1094249,124,104,1971,194.97,323.04,2754,Sandwich,Italian,647,56,TYPE_A,4.5,40%,536947.38,Low,High,End,-352704.7800000001,Low Popularity,128.07000000000002
1166550,129,13,1885,151.38,149.38,2754,Beverages,Thai,590,56,TYPE_B,6.7,-1%,416900.51999999996,Low,Low,End,5508.0,Low Popularity,-2.0
1358260,41,13,1109,231.89,278.39,2754,Rice Bowl,Indian,590,56,TYPE_B,6.7,17%,638625.0599999999,Low,High,End,-128061.0,Low Popularity,46.5
1377038,8,51,2290,161.02,311.43,2754,Rice Bowl,Indian,638,56,TYPE_A,7.0,48%,443449.08,Low,High,Start,-414229.14,Low Popularity,150.41
1037881,12,174,1885,144.59,145.56,2754,Beverages,Thai,700,56,TYPE_A,7.0,1%,398200.86,Low,Low,Start,-2671.379999999997,Low Popularity,0.9699999999999989
1023608,49,137,1993,122.28,141.68,2753,Beverages,Thai,590,56,TYPE_A,4.4,14%,336636.84,Low,Low,End,-53408.20000000002,Low Popularity,19.400000000000006
1255455,69,11,1885,144.56,144.59,2753,Beverages,Thai,679,56,TYPE_A,3.7,0%,397973.68,Low,Low,End,-82.59000000000313,Low Popularity,0.030000000000001137
1410543,38,129,2290,172.69,302.67,2753,Rice Bowl,Indian,593,77,TYPE_A,3.9,43%,475415.57,Low,High,End,-357834.94000000006,Low Popularity,129.98000000000002
1443085,19,43,1993,145.53,144.59,2753,Beverages,Thai,590,56,TYPE_A,5.1,-1%,400644.09,Low,Low,Mid,2587.819999999994,Low Popularity,-0.9399999999999977
1475418,41,13,1885,143.59,163.96,2753,Beverages,Thai,590,56,TYPE_B,6.7,12%,395303.27,Low,Low,End,-56078.610000000015,Low Popularity,20.370000000000005
1036595,50,67,1885,122.28,144.53,2753,Beverages,Thai,638,56,TYPE_B,7.0,15%,336636.84,Low,Low,End,-61254.25,Low Popularity,22.25
1302299,100,75,2290,220.19,263.87,2753,Rice Bowl,Indian,651,77,TYPE_B,4.7,17%,606183.07,Low,High,End,-120251.04000000002,Low Popularity,43.68000000000001
1353748,17,75,2290,194.97,310.43,2753,Rice Bowl,Indian,651,77,TYPE_B,4.7,37%,536752.41,Low,High,Start,-317861.38,Low Popularity,115.46000000000001
1477174,48,92,1971,163.96,278.39,2742,Sandwich,Italian,526,34,TYPE_C,2.9,41%,449578.32,Low,High,End,-313767.05999999994,Low Popularity,114.42999999999998
1296034,95,146,1109,290.03,320.13,2742,Rice Bowl,Indian,526,34,TYPE_B,5.0,9%,795262.2599999999,Low,High,End,-82534.20000000006,Low Popularity,30.100000000000023
1002945,85,145,1993,97.03,117.37,2742,Beverages,Thai,620,77,TYPE_A,3.9,17%,266056.26,Low,Low,End,-55772.280000000006,Low Popularity,20.340000000000003
1395939,124,99,2707,193.06,235.71,2742,Beverages,Italian,596,71,TYPE_A,4.5,18%,529370.52,Low,High,End,-116946.30000000002,Low Popularity,42.650000000000006
1217764,60,77,1971,244.5,272.6,2742,Sandwich,Italian,676,34,TYPE_A,3.8,10%,670419.0,Low,High,End,-77050.20000000006,Low Popularity,28.100000000000023
1269061,78,137,2490,149.44,253.2,2742,Salad,Italian,590,56,TYPE_A,4.4,41%,409764.48,Low,Low,End,-284509.92,Low Popularity,103.75999999999999
1376294,71,139,1754,193.06,278.39,2741,Sandwich,Italian,693,34,TYPE_C,2.8,31%,529177.46,Low,High,End,-233889.52999999997,Low Popularity,85.32999999999998
1395509,30,86,1971,183.33,311.43,2741,Sandwich,Italian,699,85,TYPE_C,4.0,41%,502507.53,Low,High,Mid,-351122.1,Low Popularity,128.1
1403091,32,129,1971,243.5,292.03,2741,Sandwich,Italian,593,77,TYPE_A,3.9,17%,667433.5,Low,High,Mid,-133020.72999999992,Low Popularity,48.52999999999997
1408193,18,52,2826,194.0,319.13,2741,Sandwich,Italian,685,56,TYPE_B,5.6,39%,531754.0,Low,High,Mid,-342981.33,Low Popularity,125.13
1412843,102,67,1885,149.41,150.41,2740,Beverages,Thai,638,56,TYPE_B,7.0,1%,409383.39999999997,Low,Low,End,-2740.0,Low Popularity,1.0
1140858,70,39,1971,193.06,289.06,2740,Sandwich,Italian,526,34,TYPE_C,3.8,33%,528984.4,Low,High,End,-263040.0,Low Popularity,96.0
1418271,18,77,1754,190.12,280.33,2740,Sandwich,Italian,676,34,TYPE_A,3.8,32%,520928.8,Low,High,Mid,-247175.39999999994,Low Popularity,90.20999999999998
1139075,82,106,1727,206.64,402.55,2740,Rice Bowl,Indian,675,34,TYPE_A,4.0,49%,566193.6,Low,High,End,-536793.4,Low Popularity,195.91000000000003
1434671,39,10,2707,193.03,227.04,2740,Beverages,Italian,590,56,TYPE_B,6.3,15%,528902.2,Low,High,End,-93187.39999999998,Low Popularity,34.00999999999999
1402676,18,157,1754,193.09,260.93,2740,Sandwich,Italian,609,93,TYPE_A,4.1,26%,529066.6,Low,High,Mid,-185881.6,Low Popularity,67.84
1381037,41,10,1109,234.74,296.85,2740,Rice Bowl,Indian,590,56,TYPE_B,6.3,21%,643187.6,Low,High,End,-170181.40000000002,Low Popularity,62.110000000000014
1175145,68,13,2707,194.06,193.06,2740,Beverages,Italian,590,56,TYPE_B,6.7,-1%,531724.4,Low,High,End,2740.0,Low Popularity,-1.0
1144525,58,51,1727,261.9,446.23,2728,Rice Bowl,Indian,638,56,TYPE_A,7.0,41%,714463.2,Low,High,End,-502852.2400000001,Low Popularity,184.33000000000004
1071522,75,11,2826,247.41,319.13,2728,Sandwich,Italian,679,56,TYPE_A,3.7,22%,674934.48,Low,High,End,-195652.16,Low Popularity,71.72
1211184,5,174,1885,144.53,154.26,2728,Beverages,Thai,700,56,TYPE_A,7.0,6%,394277.84,Low,Low,Start,-26543.439999999973,Low Popularity,9.72999999999999
1060150,69,52,1754,189.18,274.51,2728,Sandwich,Italian,685,56,TYPE_B,5.6,31%,516083.04000000004,Low,High,End,-232780.23999999996,Low Popularity,85.32999999999998
